1,10,0.000187
2,10,0.000169
3,10,0.000136
4,10,0.000141
5,10,0.000152
6,10,0.000148
7,10,0.000142
8,10,0.000142
9,10,0.000154
10,10,0.000164
11,10,0.000147
12,10,0.000131
13,10,0.000160
14,10,0.000140
15,10,0.000136
16,10,0.000132
17,10,0.000130
18,10,0.000132
19,10,0.000122
20,10,0.000126
21,10,0.000132
22,10,0.000124
23,10,0.000126
24,10,0.000122
25,10,0.000124
26,10,0.000123
27,10,0.000125
28,10,0.000121
29,10,0.000119
30,10,0.000150
31,10,0.000175
32,10,0.000160
33,10,0.000152
34,10,0.000155
35,10,0.000179
36,10,0.000161
37,10,0.000142
38,10,0.000144
39,10,0.000142
40,10,0.000145
41,10,0.000141
42,10,0.000148
43,10,0.000152
44,10,0.000143
45,10,0.000142
46,10,0.000141
47,10,0.000166
48,10,0.000161
49,10,0.000153
50,10,0.000195
51,10,0.000191
52,10,0.000133
53,10,0.000130
54,10,0.000128
55,10,0.000126
56,10,0.000134
57,10,0.000122
58,10,0.000123
59,10,0.000125
60,10,0.000125
61,10,0.000130
62,10,0.000122
63,10,0.000125
64,10,0.000131
65,10,0.000128
66,10,0.000130
67,10,0.000156
68,10,0.000161
69,10,0.000164
70,10,0.000179
71,10,0.000163
72,10,0.000175
73,10,0.000169
74,10,0.000144
75,10,0.000144
76,10,0.000131
77,10,0.000128
78,10,0.000140
79,10,0.000139
80,10,0.000131
81,10,0.000129
82,10,0.000127
83,10,0.000127
84,10,0.000142
85,10,0.000159
86,10,0.000159
87,10,0.000146
88,10,0.000138
89,10,0.000134
90,10,0.000129
91,10,0.000131
92,10,0.000131
93,10,0.000131
94,10,0.000138
95,10,0.000132
96,10,0.000131
97,10,0.000142
98,10,0.000113
99,10,0.000110
100,10,0.000114
1,100,0.000315
2,100,0.000141
3,100,0.000139
4,100,0.000167
5,100,0.000141
6,100,0.000147
7,100,0.000175
8,100,0.000151
9,100,0.000136
10,100,0.000132
11,100,0.000158
12,100,0.000165
13,100,0.000111
14,100,0.000109
15,100,0.000104
16,100,0.000106
17,100,0.000127
18,100,0.000136
19,100,0.000125
20,100,0.000129
21,100,0.000121
22,100,0.000140
23,100,0.000130
24,100,0.000146
25,100,0.000107
26,100,0.000115
27,100,0.000106
28,100,0.000104
29,100,0.000107
30,100,0.000104
31,100,0.000104
32,100,0.000106
33,100,0.000101
34,100,0.000106
35,100,0.000103
36,100,0.000103
37,100,0.000113
38,100,0.000105
39,100,0.000101
40,100,0.000104
41,100,0.000104
42,100,0.000102
43,100,0.000104
44,100,0.000101
45,100,0.000107
46,100,0.000121
47,100,0.000110
48,100,0.000105
49,100,0.000112
50,100,0.000105
51,100,0.000108
52,100,0.000107
53,100,0.000124
54,100,0.000123
55,100,0.000119
56,100,0.000105
57,100,0.000101
58,100,0.000101
59,100,0.000105
60,100,0.000100
61,100,0.000103
62,100,0.000100
63,100,0.000101
